"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase"
162, "Line.L7", 400, 600, 112.2055, 74.80369, 2.4 
162, "Line.L10", 400, 600, 101.0674, 67.37827, 2.4 
162, "Line.SW1", 400, 600, 118.7681, 79.1787, 2.4 
163, "Line.L115", 400, 600, 115.7502, 77.16682, 2.4 
163, "Line.L3", 400, 600, 111.4877, 74.32513, 2.4 
163, "Line.L7", 400, 600, 109.3419, 72.8946, 2.4 
163, "Line.SW1", 400, 600, 115.7502, 77.16682, 2.4 
164, "Line.L115", 400, 600, 112.5984, 75.06557, 2.4 
164, "Line.L3", 400, 600, 108.4428, 72.29522, 2.4 
164, "Line.L7", 400, 600, 106.3515, 70.90099, 2.4 
164, "Line.SW1", 400, 600, 112.5984, 75.06557, 2.4 
165, "Line.L115", 400, 600, 107.476, 71.65069, 2.4 
165, "Line.L3", 400, 600, 103.493, 68.99533, 2.4 
165, "Line.L7", 400, 600, 101.4894, 67.65958, 2.4 
165, "Line.SW1", 400, 600, 107.476, 71.65069, 2.4 
166, "Line.L115", 400, 600, 107.4753, 71.65023, 2.4 
166, "Line.L3", 400, 600, 103.4923, 68.99487, 2.4 
166, "Line.L7", 400, 600, 101.4887, 67.65913, 2.4 
166, "Line.SW1", 400, 600, 107.4753, 71.65023, 2.4 
167, "Line.L115", 400, 600, 100.8746, 67.24976, 2.4 
167, "Line.SW1", 400, 600, 100.8746, 67.24976, 2.4 
