"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "Aux1", "Aux2", "Aux3", "Aux4", "Aux5", "Aux6", "Aux7"
2786, 1300.63, -68.567, 2536.49, 2625.14, 1284.71, 715.072, 2488.12, 2844.69, 0, 0, 1302.12, 17.4108, 15.9156, 31.2231, 48.434, 96.9305, 15.9156, 31.2231, 0, 0, 48.434, 0, 15.9156, 9.12313E-006, 15.0034, 0.402912, 15.4063, 0.50935, 0, 0, 0, 0, 15.9156, 0, 0, 0, 0, 0, 0
2787, 1311.21, -62.184, 2536.49, 2625.14, 1295.14, 720.813, 2488.12, 2844.69, 0, 0, 1314.36, 19.2202, 16.0792, 31.553, 48.434, 96.9305, 16.0792, 31.553, 0, 0, 48.434, 0, 16.0792, 9.1559E-006, 15.1531, 0.409548, 15.5627, 0.516548, 0, 0, 0, 0, 16.0792, 0, 0, 0, 0, 0, 0
2788, 1350.04, -38.7439, 2536.49, 2625.14, 1333.38, 741.871, 2488.12, 2844.69, 0, 0, 1360.07, 26.6955, 16.6974, 32.7999, 48.434, 96.9305, 16.6974, 32.7999, 0, 0, 48.434, 0, 16.6974, 9.29783E-006, 15.7194, 0.434485, 16.1539, 0.543517, 0, 0, 0, 0, 16.6974, 0, 0, 0, 0, 0, 0
2789, 1473.75, 36.0987, 2536.49, 2625.14, 1454.9, 808.783, 2488.12, 2844.69, 0, 0, 1514.88, 59.9737, 18.8514, 37.1463, 48.434, 96.9305, 18.8514, 37.1463, 0, 0, 48.434, 0, 18.8514, 9.81066E-006, 17.6969, 0.51939, 18.2163, 0.635074, 0, 0, 0, 0, 18.8514, 0, 0, 0, 0, 0, 0
2790, 1650.56, 143.693, 2536.49, 2625.14, 1628.13, 904.05, 2488.12, 2844.69, 0, 0, 1745.05, 116.915, 22.4181, 44.3477, 48.434, 96.9305, 22.4181, 44.3477, 0, 0, 48.434, 0, 22.4181, 1.07594E-005, 20.9828, 0.654638, 21.6375, 0.780623, 0, 0, 0, 0, 22.4181, 0, 0, 0, 0, 0, 0
2791, 1806.24, 238.832, 2536.49, 2625.14, 1780.21, 987.359, 2488.12, 2844.69, 0, 0, 1986.85, 206.64, 26.0359, 51.656, 48.434, 96.9305, 26.0359, 51.656, 0, 0, 48.434, 0, 26.0359, 1.17968E-005, 24.325, 0.787393, 25.1124, 0.923508, 0, 0, 0, 0, 26.0359, 0, 0, 0, 0, 0, 0
2792, 1838.7, 255.899, 2536.49, 2625.14, 1811.83, 1005.17, 2488.12, 2844.69, 0, 0, 2037.62, 225.79, 26.8592, 53.3189, 48.434, 96.9305, 26.8592, 53.3189, 0, 0, 48.434, 0, 26.8592, 1.20821E-005, 25.0851, 0.821268, 25.9064, 0.9528, 0, 0, 0, 0, 26.8592, 0, 0, 0, 0, 0, 0
2793, 1881.12, 281.956, 2536.49, 2625.14, 1853.24, 1027.78, 2488.12, 2844.69, 0, 0, 2107.26, 254.022, 27.9466, 55.5162, 48.434, 96.9305, 27.9466, 55.5162, 0, 0, 48.434, 0, 27.9466, 1.2408E-005, 26.0916, 0.86027, 26.9519, 0.994739, 0, 0, 0, 0, 27.9466, 0, 0, 0, 0, 0, 0
2794, 1927.16, 310.265, 2536.49, 2625.14, 1898.07, 1052.28, 2488.12, 2844.69, 0, 0, 2185.21, 287.138, 29.1654, 57.9793, 48.434, 96.9305, 29.1654, 57.9793, 0, 0, 48.434, 0, 29.1654, 1.27753E-005, 27.2199, 0.904032, 28.1239, 1.04146, 0, 0, 0, 0, 29.1654, 0, 0, 0, 0, 0, 0
2795, 1913.09, 301.597, 2536.49, 2625.14, 1884.28, 1044.8, 2488.12, 2844.69, 0, 0, 2162.6, 278.317, 28.7894, 57.2195, 48.434, 96.9305, 28.7894, 57.2195, 0, 0, 48.434, 0, 28.7893, 1.26644E-005, 26.8714, 0.89082, 27.7622, 1.02709, 0, 0, 0, 0, 28.7894, 0, 0, 0, 0, 0, 0
2796, 1934.29, 314.645, 2536.49, 2625.14, 1904.97, 1056.07, 2488.12, 2844.69, 0, 0, 2197.97, 293.007, 29.3578, 58.3683, 48.434, 96.9305, 29.3578, 58.3683, 0, 0, 48.434, 0, 29.3578, 1.28413E-005, 27.398, 0.911034, 28.309, 1.04882, 0, 0, 0, 0, 29.3578, 0, 0, 0, 0, 0, 0
2797, 1934.33, 314.663, 2536.49, 2625.14, 1904.97, 1056.1, 2488.12, 2844.69, 0, 0, 2198.52, 293.556, 29.359, 58.3708, 48.434, 96.9305, 29.359, 58.3708, 0, 0, 48.434, 0, 29.359, 1.28385E-005, 27.399, 0.911171, 28.3101, 1.04887, 0, 0, 0, 0, 29.359, 0, 0, 0, 0, 0, 0
2798, 1920.18, 305.955, 2536.49, 2625.14, 1891.18, 1048.57, 2488.12, 2844.69, 0, 0, 2174.67, 283.492, 28.9786, 57.6019, 48.434, 96.9305, 28.9786, 57.6019, 0, 0, 48.434, 0, 28.9785, 1.27249E-005, 27.0466, 0.897608, 27.9442, 1.03433, 0, 0, 0, 0, 28.9786, 0, 0, 0, 0, 0, 0
2799, 1916.62, 303.767, 2536.49, 2625.14, 1887.73, 1046.68, 2488.12, 2844.69, 0, 0, 2168.36, 280.631, 28.8833, 57.4093, 48.434, 96.9305, 28.8833, 57.4093, 0, 0, 48.434, 0, 28.8833, 1.2695E-005, 26.9584, 0.894144, 27.8526, 1.03069, 0, 0, 0, 0, 28.8833, 0, 0, 0, 0, 0, 0
2800, 1906, 297.237, 2536.49, 2625.14, 1877.39, 1041.03, 2488.12, 2844.69, 0, 0, 2150.48, 273.09, 28.6009, 56.8386, 48.434, 96.9305, 28.6009, 56.8386, 0, 0, 48.434, 0, 28.6009, 1.26069E-005, 26.697, 0.88404, 27.581, 1.01987, 0, 0, 0, 0, 28.6009, 0, 0, 0, 0, 0, 0
2801, 1831.62, 251.551, 2536.49, 2625.14, 1804.93, 1001.39, 2488.12, 2844.69, 0, 0, 2025.75, 220.816, 26.6806, 52.9579, 48.434, 96.9305, 26.6806, 52.9579, 0, 0, 48.434, 0, 26.6806, 1.20273E-005, 24.92, 0.814689, 25.7347, 0.945876, 0, 0, 0, 0, 26.6806, 0, 0, 0, 0, 0, 0
2802, 1778.59, 219.031, 2536.49, 2625.14, 1753.13, 973.074, 2488.12, 2844.69, 0, 0, 1940.75, 187.621, 25.3748, 50.3198, 48.434, 96.9305, 25.3748, 50.3198, 0, 0, 48.434, 0, 25.3748, 1.16376E-005, 23.7124, 0.767293, 24.4797, 0.895069, 0, 0, 0, 0, 25.3748, 0, 0, 0, 0, 0, 0
2803, 1813.85, 240.666, 2536.49, 2625.14, 1787.67, 991.905, 2488.12, 2844.69, 0, 0, 1995.99, 208.321, 26.2368, 52.0611, 48.434, 96.9305, 26.2368, 52.0611, 0, 0, 48.434, 0, 26.2368, 1.18955E-005, 24.5098, 0.798396, 25.3082, 0.928643, 0, 0, 0, 0, 26.2368, 0, 0, 0, 0, 0, 0
2804, 1874.01, 277.591, 2536.49, 2625.14, 1846.34, 1023.99, 2488.12, 2844.69, 0, 0, 2094.93, 248.588, 27.7617, 55.1424, 48.434, 96.9305, 27.7617, 55.1424, 0, 0, 48.434, 0, 27.7617, 1.2351E-005, 25.9206, 0.853527, 26.7741, 0.987617, 0, 0, 0, 0, 27.7617, 0, 0, 0, 0, 0, 0
2805, 1725.41, 186.507, 2536.49, 2625.14, 1701.29, 944.623, 2488.12, 2844.69, 0, 0, 1855.33, 154.045, 24.1171, 47.7788, 48.434, 96.9305, 24.1171, 47.7788, 0, 0, 48.434, 0, 24.1171, 1.12778E-005, 22.5505, 0.720904, 23.2714, 0.845672, 0, 0, 0, 0, 24.1171, 0, 0, 0, 0, 0, 0
2806, 1552.05, 80.7934, 2536.49, 2625.14, 1531.66, 851.512, 2488.12, 2844.69, 0, 0, 1607.4, 75.738, 20.3808, 40.2332, 48.434, 96.9305, 20.3808, 40.2332, 0, 0, 48.434, 0, 20.3808, 1.02441E-005, 19.1043, 0.580743, 19.685, 0.695764, 0, 0, 0, 0, 20.3808, 0, 0, 0, 0, 0, 0
2807, 1428.29, 5.57597, 2536.49, 2625.14, 1410.24, 784.603, 2488.12, 2844.69, 0, 0, 1452.83, 42.5935, 18.0518, 35.5322, 48.434, 96.9305, 18.0518, 35.5322, 0, 0, 48.434, 0, 18.0518, 9.65399E-006, 16.9623, 0.490384, 17.4527, 0.599128, 0, 0, 0, 0, 18.0518, 0, 0, 0, 0, 0, 0
2808, 1346.54, -40.8648, 2536.49, 2625.14, 1329.9, 739.975, 2488.12, 2844.69, 0, 0, 1354.28, 24.3813, 16.6406, 32.6852, 48.434, 96.9305, 16.6406, 32.6852, 0, 0, 48.434, 0, 16.6406, 9.28037E-006, 15.6673, 0.432231, 16.0996, 0.540991, 0, 0, 0, 0, 16.6406, 0, 0, 0, 0, 0, 0
2809, 1318.28, -57.9208, 2536.49, 2625.14, 1302.09, 724.649, 2488.12, 2844.69, 0, 0, 1322.7, 20.606, 16.1898, 31.7761, 48.434, 96.9305, 16.1898, 31.7761, 0, 0, 48.434, 0, 16.1898, 9.18187E-006, 15.2543, 0.414073, 15.6684, 0.5214, 0, 0, 0, 0, 16.1898, 0, 0, 0, 0, 0, 0
2810, 1304.17, -66.436, 2536.49, 2625.14, 1288.18, 716.991, 2488.12, 2844.69, 0, 0, 1306.25, 18.0606, 15.9701, 31.333, 48.434, 96.9305, 15.9701, 31.333, 0, 0, 48.434, 0, 15.9701, 9.13245E-006, 15.0532, 0.405139, 15.4583, 0.511751, 0, 0, 0, 0, 15.9701, 0, 0, 0, 0, 0, 0
2811, 1314.74, -60.0535, 2536.49, 2625.14, 1298.62, 722.73, 2488.12, 2844.69, 0, 0, 1318.48, 19.865, 16.1343, 31.6642, 48.434, 96.9305, 16.1343, 31.6642, 0, 0, 48.434, 0, 16.1343, 9.16733E-006, 15.2036, 0.41179, 15.6154, 0.518968, 0, 0, 0, 0, 16.1343, 0, 0, 0, 0, 0, 0
2812, 1353.58, -36.6105, 2536.49, 2625.14, 1336.85, 743.787, 2488.12, 2844.69, 0, 0, 1364.28, 27.4261, 16.7551, 32.9162, 48.434, 96.9305, 16.7551, 32.9162, 0, 0, 48.434, 0, 16.7551, 9.3074E-006, 15.7723, 0.436804, 16.2091, 0.546015, 0, 0, 0, 0, 16.7551, 0, 0, 0, 0, 0, 0
2813, 1463.15, 29.6721, 2536.49, 2625.14, 1444.49, 803.059, 2488.12, 2844.69, 0, 0, 1501.39, 56.8995, 18.6558, 36.7515, 48.434, 96.9305, 18.6558, 36.7515, 0, 0, 48.434, 0, 18.6558, 9.76049E-006, 17.5171, 0.511807, 18.0289, 0.626893, 0, 0, 0, 0, 18.6558, 0, 0, 0, 0, 0, 0
2814, 1632.87, 132.914, 2536.49, 2625.14, 1610.83, 894.557, 2488.12, 2844.69, 0, 0, 1719.45, 108.619, 22.0354, 43.5749, 48.434, 96.9305, 22.0354, 43.5749, 0, 0, 48.434, 0, 22.0354, 1.0652E-005, 20.6298, 0.640367, 21.2702, 0.765256, 0, 0, 0, 0, 22.0354, 0, 0, 0, 0, 0, 0
2815, 1777.92, 221.493, 2536.49, 2625.14, 1752.58, 972.239, 2488.12, 2844.69, 0, 0, 1941.15, 188.57, 25.3445, 50.2591, 48.434, 96.9305, 25.3445, 50.2591, 0, 0, 48.434, 0, 25.3445, 1.15959E-005, 23.6857, 0.76228, 24.448, 0.896497, 0, 0, 0, 0, 25.3445, 0, 0, 0, 0, 0, 0
2816, 1824.54, 247.209, 2536.49, 2625.14, 1798.03, 997.614, 2488.12, 2844.69, 0, 0, 2014.34, 216.319, 26.5033, 52.5998, 48.434, 96.9305, 26.5033, 52.5998, 0, 0, 48.434, 0, 26.5033, 1.19749E-005, 24.756, 0.808348, 25.5643, 0.939009, 0, 0, 0, 0, 26.5033, 0, 0, 0, 0, 0, 0
2817, 1874.03, 277.599, 2536.49, 2625.14, 1846.34, 1024, 2488.12, 2844.69, 0, 0, 2095.2, 248.857, 27.7623, 55.1436, 48.434, 96.9305, 27.7623, 55.1436, 0, 0, 48.434, 0, 27.7623, 1.23523E-005, 25.921, 0.853596, 26.7746, 0.987643, 0, 0, 0, 0, 27.7623, 0, 0, 0, 0, 0, 0
2818, 1913.01, 301.555, 2536.49, 2625.14, 1884.28, 1044.75, 2488.12, 2844.69, 0, 0, 2161.25, 276.966, 28.7865, 57.2135, 48.434, 96.9305, 28.7865, 57.2135, 0, 0, 48.434, 0, 28.7865, 1.26628E-005, 26.869, 0.890484, 27.7595, 1.02697, 0, 0, 0, 0, 28.7865, 0, 0, 0, 0, 0, 0
2819, 1913.07, 301.585, 2536.49, 2625.14, 1884.28, 1044.79, 2488.12, 2844.69, 0, 0, 2162.24, 277.956, 28.7886, 57.2179, 48.434, 96.9305, 28.7886, 57.2179, 0, 0, 48.434, 0, 28.7886, 1.26661E-005, 26.8708, 0.89073, 27.7615, 1.02706, 0, 0, 0, 0, 28.7886, 0, 0, 0, 0, 0, 0
2820, 1966.12, 334.253, 2536.49, 2625.14, 1935.98, 1072.99, 2488.12, 2844.69, 0, 0, 2252.33, 316.35, 30.2275, 60.126, 48.434, 96.9305, 30.2275, 60.126, 0, 0, 48.434, 0, 30.2275, 1.31083E-005, 28.2036, 0.941946, 29.1456, 1.08193, 0, 0, 0, 0, 30.2275, 0, 0, 0, 0, 0, 0
2821, 1995.21, 349.296, 2536.49, 2625.14, 1964.17, 1088.91, 2488.12, 2844.69, 0, 0, 2292.92, 328.75, 31.0382, 61.7649, 48.434, 96.9305, 31.0382, 61.7649, 0, 0, 48.434, 0, 31.0382, 1.34071E-005, 28.9784, 0.949875, 29.9283, 1.10987, 0, 0, 0, 0, 31.0382, 0, 0, 0, 0, 0, 0
2822, 1984.6, 342.745, 2536.49, 2625.14, 1953.83, 1083.27, 2488.12, 2844.69, 0, 0, 2274.99, 321.158, 30.7408, 61.1638, 48.434, 96.9305, 30.7408, 61.1638, 0, 0, 48.434, 0, 30.7408, 1.33104E-005, 28.7026, 0.939548, 29.6422, 1.09863, 0, 0, 0, 0, 30.7408, 0, 0, 0, 0, 0, 0
2823, 1973.96, 336.188, 2536.49, 2625.14, 1943.5, 1077.63, 2488.12, 2844.69, 0, 0, 2256.77, 313.274, 30.4448, 60.5655, 48.434, 96.9305, 30.4448, 60.5655, 0, 0, 48.434, 0, 30.4448, 1.32191E-005, 28.4283, 0.929113, 29.3574, 1.08742, 0, 0, 0, 0, 30.4448, 0, 0, 0, 0, 0, 0
2824, 1970.4, 333.997, 2536.49, 2625.14, 1940.05, 1075.74, 2488.12, 2844.69, 0, 0, 2250.52, 310.47, 30.3462, 60.3661, 48.434, 96.9305, 30.3462, 60.3661, 0, 0, 48.434, 0, 30.3462, 1.31867E-005, 28.3369, 0.925596, 29.2625, 1.08368, 0, 0, 0, 0, 30.3462, 0, 0, 0, 0, 0, 0
2825, 1895.99, 288.177, 2536.49, 2625.14, 1867.64, 1036.15, 2488.12, 2844.69, 0, 0, 2125.39, 257.746, 28.3388, 56.3086, 48.434, 96.9305, 28.3388, 56.3086, 0, 0, 48.434, 0, 28.3388, 1.25675E-005, 26.4772, 0.854431, 27.3316, 1.00718, 0, 0, 0, 0, 28.3388, 0, 0, 0, 0, 0, 0
2826, 1842.84, 255.388, 2536.49, 2625.14, 1815.88, 1007.68, 2488.12, 2844.69, 0, 0, 2039.84, 223.961, 26.9674, 53.5367, 48.434, 96.9305, 26.9674, 53.5367, 0, 0, 48.434, 0, 26.9674, 1.21571E-005, 25.2075, 0.805355, 26.0128, 0.95458, 0, 0, 0, 0, 26.9674, 0, 0, 0, 0, 0, 0
2827, 1867.6, 270.601, 2536.49, 2625.14, 1840.04, 1020.89, 2488.12, 2844.69, 0, 0, 2080.29, 240.252, 27.5992, 54.8134, 48.434, 96.9305, 27.5992, 54.8134, 0, 0, 48.434, 0, 27.5992, 1.23477E-005, 25.7924, 0.827927, 26.6203, 0.978931, 0, 0, 0, 0, 27.5992, 0, 0, 0, 0, 0, 0
2828, 1885.32, 281.492, 2536.49, 2625.14, 1857.29, 1030.34, 2488.12, 2844.69, 0, 0, 2109.92, 252.627, 28.0587, 55.742, 48.434, 96.9305, 28.0587, 55.742, 0, 0, 48.434, 0, 28.0587, 1.24851E-005, 26.2177, 0.844364, 27.0621, 0.996589, 0, 0, 0, 0, 28.0587, 0, 0, 0, 0, 0, 0
2829, 1761.38, 205.445, 2536.49, 2625.14, 1736.42, 964.164, 2488.12, 2844.69, 0, 0, 1910.45, 174.031, 24.9691, 49.4989, 48.434, 96.9305, 24.9691, 49.4989, 0, 0, 48.434, 0, 24.9691, 1.15663E-005, 23.3588, 0.733315, 24.0921, 0.876986, 0, 0, 0, 0, 24.9691, 0, 0, 0, 0, 0, 0
2830, 1602.11, 108.156, 2536.49, 2625.14, 1580.69, 878.72, 2488.12, 2844.69, 0, 0, 1673.78, 93.094, 21.4162, 42.3225, 48.434, 96.9305, 21.4162, 42.3225, 0, 0, 48.434, 0, 21.4162, 1.05713E-005, 20.0778, 0.602561, 20.6804, 0.735827, 0, 0, 0, 0, 21.4162, 0, 0, 0, 0, 0, 0
2831, 1457.07, 19.8791, 2536.49, 2625.14, 1438.49, 800.4, 2488.12, 2844.69, 0, 0, 1488.57, 50.0857, 18.5874, 36.6115, 48.434, 96.9305, 18.5874, 36.6115, 0, 0, 48.434, 0, 18.5874, 9.83556E-006, 17.4725, 0.495174, 17.9677, 0.619711, 0, 0, 0, 0, 18.5874, 0, 0, 0, 0, 0, 0
2832, 1357.14, -34.4649, 2536.49, 2625.14, 1340.33, 745.718, 2488.12, 2844.69, 0, 0, 1366.9, 26.5704, 16.8135, 33.034, 48.434, 96.9305, 16.8135, 33.034, 0, 0, 48.434, 0, 16.8134, 9.31891E-006, 15.8258, 0.439188, 16.265, 0.548478, 0, 0, 0, 0, 16.8135, 0, 0, 0, 0, 0, 0
2833, 1307.68, -64.3125, 2536.49, 2625.14, 1291.66, 718.898, 2488.12, 2844.69, 0, 0, 1310.33, 18.6678, 16.0245, 31.4427, 48.434, 96.9305, 16.0245, 31.4427, 0, 0, 48.434, 0, 16.0245, 9.14135E-006, 15.103, 0.407351, 15.5103, 0.514143, 0, 0, 0, 0, 16.0245, 0, 0, 0, 0, 0, 0
2834, 1297.1, -70.6965, 2536.49, 2625.14, 1281.23, 713.154, 2488.12, 2844.69, 0, 0, 1298.01, 16.7849, 15.8614, 31.1138, 48.434, 96.9305, 15.8614, 31.1138, 0, 0, 48.434, 0, 15.8614, 9.10838E-006, 14.9538, 0.400695, 15.3545, 0.506958, 0, 0, 0, 0, 15.8614, 0, 0, 0, 0, 0, 0
2835, 1282.97, -79.2108, 2536.49, 2625.14, 1267.32, 705.483, 2488.12, 2844.69, 0, 0, 1281.79, 14.47, 15.647, 30.6814, 48.434, 96.9305, 15.647, 30.6814, 0, 0, 48.434, 0, 15.647, 9.06312E-006, 14.7576, 0.391909, 15.1495, 0.497466, 0, 0, 0, 0, 15.647, 0, 0, 0, 0, 0, 0
2836, 1300.61, -68.5765, 2536.49, 2625.14, 1284.71, 715.058, 2488.12, 2844.69, 0, 0, 1301.98, 17.2773, 15.9152, 31.2222, 48.434, 96.9305, 15.9152, 31.2222, 0, 0, 48.434, 0, 15.9152, 9.12194E-006, 15.003, 0.402853, 15.4058, 0.509328, 0, 0, 0, 0, 15.9152, 0, 0, 0, 0, 0, 0
2837, 1353.57, -36.6157, 2536.49, 2625.14, 1336.85, 743.78, 2488.12, 2844.69, 0, 0, 1364.2, 27.3475, 16.7549, 32.9158, 48.434, 96.9305, 16.7549, 32.9158, 0, 0, 48.434, 0, 16.7549, 9.30702E-006, 15.7721, 0.436775, 16.2089, 0.546003, 0, 0, 0, 0, 16.7549, 0, 0, 0, 0, 0, 0
2838, 1378.32, -21.6639, 2536.49, 2625.14, 1361.17, 757.191, 2488.12, 2844.69, 0, 0, 1394.68, 33.5074, 17.1651, 33.7434, 48.434, 96.9305, 17.1651, 33.7434, 0, 0, 48.434, 0, 17.1651, 9.40022E-006, 16.1482, 0.453203, 16.6014, 0.563693, 0, 0, 0, 0, 17.1651, 0, 0, 0, 0, 0, 0
2839, 1484.36, 42.5283, 2536.49, 2625.14, 1465.31, 814.506, 2488.12, 2844.69, 0, 0, 1528.41, 63.0969, 19.0491, 37.5453, 48.434, 96.9305, 19.0491, 37.5453, 0, 0, 48.434, 0, 19.0491, 9.86389E-006, 17.8787, 0.52704, 18.4058, 0.643321, 0, 0, 0, 0, 19.0491, 0, 0, 0, 0, 0, 0
2840, 1590.43, 106.958, 2536.49, 2625.14, 1569.28, 871.638, 2488.12, 2844.69, 0, 0, 1664.22, 94.9401, 21.1402, 41.7668, 48.434, 96.9305, 21.1402, 41.7668, 0, 0, 48.434, 0, 21.1402, 1.04066E-005, 19.8042, 0.606761, 20.411, 0.729193, 0, 0, 0, 0, 21.1402, 0, 0, 0, 0, 0, 0
2841, 1671.78, 156.634, 2536.49, 2625.14, 1648.89, 915.431, 2488.12, 2844.69, 0, 0, 1776.14, 127.253, 22.8849, 45.2905, 48.434, 96.9305, 22.8849, 45.2905, 0, 0, 48.434, 0, 22.8849, 1.08855E-005, 21.4136, 0.672012, 22.0856, 0.799293, 0, 0, 0, 0, 22.8849, 0, 0, 0, 0, 0, 0
2842, 1749.51, 204.125, 2536.49, 2625.14, 1724.95, 957.045, 2488.12, 2844.69, 0, 0, 1894.46, 169.51, 24.6651, 48.8864, 48.434, 96.9305, 24.6651, 48.8864, 0, 0, 48.434, 0, 24.6651, 1.13941E-005, 23.058, 0.737271, 23.7953, 0.869815, 0, 0, 0, 0, 24.6651, 0, 0, 0, 0, 0, 0
2843, 1735.48, 195.53, 2536.49, 2625.14, 1711.13, 949.549, 2488.12, 2844.69, 0, 0, 1873.89, 162.768, 24.3361, 48.222, 48.434, 96.9305, 24.3361, 48.222, 0, 0, 48.434, 0, 24.3361, 1.13012E-005, 22.7537, 0.72552, 23.4792, 0.856874, 0, 0, 0, 0, 24.3361, 0, 0, 0, 0, 0, 0
2844, 1738.99, 197.682, 2536.49, 2625.14, 1714.58, 951.428, 2488.12, 2844.69, 0, 0, 1879.13, 164.545, 24.4182, 48.3878, 48.434, 96.9305, 24.4182, 48.3878, 0, 0, 48.434, 0, 24.4182, 1.13265E-005, 22.8296, 0.728474, 23.5581, 0.860108, 0, 0, 0, 0, 24.4182, 0, 0, 0, 0, 0, 0
2845, 1724.86, 189.043, 2536.49, 2625.14, 1700.76, 943.868, 2488.12, 2844.69, 0, 0, 1857.19, 156.435, 24.0891, 47.7229, 48.434, 96.9305, 24.0891, 47.7229, 0, 0, 48.434, 0, 24.0891, 1.12316E-005, 22.5255, 0.716455, 23.2419, 0.84712, 0, 0, 0, 0, 24.0891, 0, 0, 0, 0, 0, 0
2846, 1703.64, 176.079, 2536.49, 2625.14, 1680.01, 932.506, 2488.12, 2844.69, 0, 0, 1824.22, 144.204, 23.6015, 46.7381, 48.434, 96.9305, 23.6015, 46.7381, 0, 0, 48.434, 0, 23.6015, 1.10919E-005, 22.0752, 0.698537, 22.7737, 0.827816, 0, 0, 0, 0, 23.6015, 0, 0, 0, 0, 0, 0
2847, 1685.95, 165.277, 2536.49, 2625.14, 1662.73, 923.025, 2488.12, 2844.69, 0, 0, 1797.32, 134.592, 23.2013, 45.9296, 48.434, 96.9305, 23.2013, 45.9296, 0, 0, 48.434, 0, 23.2013, 1.09792E-005, 21.7056, 0.683747, 22.3894, 0.811909, 0, 0, 0, 0, 23.2013, 0, 0, 0, 0, 0, 0
2848, 1682.39, 163.109, 2536.49, 2625.14, 1659.27, 921.118, 2488.12, 2844.69, 0, 0, 1791.8, 132.536, 23.1214, 45.7683, 48.434, 96.9305, 23.1214, 45.7683, 0, 0, 48.434, 0, 23.1214, 1.09554E-005, 21.632, 0.68075, 22.3127, 0.808726, 0, 0, 0, 0, 23.1214, 0, 0, 0, 0, 0, 0
2849, 1707.12, 178.211, 2536.49, 2625.14, 1683.47, 934.365, 2488.12, 2844.69, 0, 0, 1828.82, 145.345, 23.6805, 46.8975, 48.434, 96.9305, 23.6805, 46.8975, 0, 0, 48.434, 0, 23.6805, 1.11102E-005, 22.1483, 0.701304, 22.8496, 0.830938, 0, 0, 0, 0, 23.6805, 0, 0, 0, 0, 0, 0
2850, 1710.69, 180.385, 2536.49, 2625.14, 1686.93, 936.276, 2488.12, 2844.69, 0, 0, 1834.69, 147.756, 23.7623, 47.0627, 48.434, 96.9305, 23.7623, 47.0627, 0, 0, 48.434, 0, 23.7623, 1.1136E-005, 22.2237, 0.704381, 22.9281, 0.834183, 0, 0, 0, 0, 23.7623, 0, 0, 0, 0, 0, 0
2851, 1777.84, 221.452, 2536.49, 2625.14, 1752.58, 972.187, 2488.12, 2844.69, 0, 0, 1939.88, 187.303, 25.342, 50.2538, 48.434, 96.9305, 25.342, 50.2538, 0, 0, 48.434, 0, 25.342, 1.15935E-005, 23.6836, 0.761997, 24.4456, 0.896384, 0, 0, 0, 0, 25.342, 0, 0, 0, 0, 0, 0
2852, 1792.07, 230.155, 2536.49, 2625.14, 1766.4, 979.794, 2488.12, 2844.69, 0, 0, 1963.79, 197.39, 25.688, 50.9531, 48.434, 96.9305, 25.688, 50.9531, 0, 0, 48.434, 0, 25.688, 1.16952E-005, 24.0033, 0.774757, 24.778, 0.909931, 0, 0, 0, 0, 25.688, 0, 0, 0, 0, 0, 0
2853, 1685.93, 165.269, 2536.49, 2625.14, 1662.72, 923.015, 2488.12, 2844.69, 0, 0, 1797.1, 134.372, 23.2008, 45.9286, 48.434, 96.9305, 23.2008, 45.9286, 0, 0, 48.434, 0, 23.2008, 1.09792E-005, 21.7052, 0.683697, 22.3889, 0.811887, 0, 0, 0, 0, 23.2008, 0, 0, 0, 0, 0, 0
2854, 1555.07, 85.5657, 2536.49, 2625.14, 1534.64, 852.723, 2488.12, 2844.69, 0, 0, 1613.53, 78.8866, 20.4205, 40.314, 48.434, 96.9305, 20.4205, 40.314, 0, 0, 48.434, 0, 20.4205, 1.02148E-005, 19.1412, 0.579573, 19.7207, 0.69975, 0, 0, 0, 0, 20.4205, 0, 0, 0, 0, 0, 0
2855, 1388.94, -15.2483, 2536.49, 2625.14, 1371.6, 762.938, 2488.12, 2844.69, 0, 0, 1405.73, 34.1369, 17.3445, 34.1052, 48.434, 96.9305, 17.3445, 34.1052, 0, 0, 48.434, 0, 17.3444, 9.44596E-006, 16.3128, 0.460347, 16.7731, 0.571319, 0, 0, 0, 0, 17.3445, 0, 0, 0, 0, 0, 0
2856, 1300.62, -68.5722, 2536.49, 2625.14, 1284.71, 715.064, 2488.12, 2844.69, 0, 0, 1302.1, 17.3961, 15.9154, 31.2227, 48.434, 96.9305, 15.9154, 31.2227, 0, 0, 48.434, 0, 15.9154, 9.12348E-006, 15.0032, 0.402902, 15.4061, 0.50934, 0, 0, 0, 0, 15.9154, 0, 0, 0, 0, 0, 0
